"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 17 17:15:04 MSK 2023","Sat Jun 17 17:15:10 MSK 2023","6211","","tests.ReqresApiTests","","tests.ReqresApiTests","checkEmailForDoesNotExistingSingleUser","checking the email for does not existing user",""
